"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_n","root_n","exudate_n","soil_n","fungal_control_n","fungal_out_n","fungal_in_n","fungi_old_n","leaf_present","root_present","exudate_present","soil_present","fungal_control_present","fungal_out_present","fungal_in_present","fungi_old_present","plant_present","fungus_present","plant_and_fungus","cross_pattern"
35,0.399,67.51008,"Unknown","[M+H]+","ion correlated with 3434; ion correlated with 717; ion correlated with 1399; ion correlated with 3634; ion correlated with 2414; ion correlated with 1170; found in higher mz's MsMs_108; found in higher mz's MsMs_222; found in higher mz's MsMs_49; similar chromatogram in higher mz_195; found in higher mz's MsMs_195; found in higher mz's MsMs_142; found in higher mz's MsMs_306; found in higher mz's MsMs_329; similar chromatogram in higher mz_231; similar chromatogram in higher mz_2507; similar chromatogram in higher mz_422; similar chromatogram in higher mz_803; similar chromatogram in higher mz_3810; similar chromatogram in higher mz_3634; similar chromatogram in higher mz_883; similar chromatogram in higher mz_306; similar chromatogram in higher mz_964; similar chromatogram in higher mz_1278; similar chromatogram in higher mz_2239; similar chromatogram in higher mz_3137; similar chromatogram in higher mz_3660; similar chromatogram in higher mz_3828; similar chromatogram in higher mz_4239; found in higher mz's MsMs_615; similar chromatogram in higher mz_2533; similar chromatogram in higher mz_997; similar chromatogram in higher mz_4213",0.714,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",285.29,12112,7927,5903,0,453098,285993,281982,232305,225270,246769,224594,88382,137533,228735,233356,203129,55086,81323,52146,173215,181166,168641,244885,191841,177984,853172,797888,802304,"F35_mz67.5101_rt0.4",8647.33333333333,853172,98.6517248024667,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
37,0.389,68.9822,"Unknown","[M+H]+","ion correlated with 202; similar chromatogram in higher mz_691; found in higher mz's MsMs_691; found in higher mz's MsMs_427; found in higher mz's MsMs_1037; found in higher mz's MsMs_964; similar chromatogram in higher mz_131; similar chromatogram in higher mz_186; similar chromatogram in higher mz_222; similar chromatogram in higher mz_238; similar chromatogram in higher mz_266; similar chromatogram in higher mz_343; similar chromatogram in higher mz_538; similar chromatogram in higher mz_1551; similar chromatogram in higher mz_2692; similar chromatogram in higher mz_2822; similar chromatogram in higher mz_3029; similar chromatogram in higher mz_3328; similar chromatogram in higher mz_3457; similar chromatogram in higher mz_3880",0.75,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",167.67,5470,0,0,0,377356,312950,319282,282378,312959,313970,315754,155295,146519,674122,569059,808432,73962,80138,78098,187994,262606,282197,294964,265372,520961,767696,560290,690874,"F37_mz68.9822_rt0.39",1823.33333333333,808432,443.138863511785,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
40,0.474,69.03374,"Unknown","[M+H]+","found in higher mz's MsMs_1621; found in higher mz's MsMs_3408; found in higher mz's MsMs_1901; found in higher mz's MsMs_1657; found in higher mz's MsMs_3782; found in higher mz's MsMs_2608; found in higher mz's MsMs_1698",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",19.02,27085,39524,31674,0,29191,23919,22772,753467,872379,738039,527766,285985,304233,682142,725407,756275,357661,402040,408523,453619,780457,724382,519344,664707,703770,31484,634230,27873,"F40_mz69.0337_rt0.47",32761,872379,26.6278005005799,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
47,0.878,69.07006,"Unknown","[M+H]+","ion correlated with 988; ion correlated with 2643; ion correlated with 818; ion correlated with 4011; ion correlated with 2204; ion correlated with 2264; ion correlated with 2963; ion correlated with 3334; ion correlated with 3381; ion correlated with 1273; ion correlated with 2802; similar chromatogram in higher mz_2856; found in higher mz's MsMs_4447; similar chromatogram in higher mz_4828; similar chromatogram in higher mz_2901",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",30.08,42694,33190,32272,0,30816,30186,32298,981166,1386348,1391128,680920,22472,48466,19872,38968,34489,290901,554352,389493,744208,1157796,1131564,0,0,0,30561,29663,30356,"F47_mz69.0701_rt0.88",36052,1391128,38.5856655479433,TRUE,21,3,0,3,3,3,3,3,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
49,0.388,70.01273,"Unknown","[M+2H]2+","ion correlated with 142; similar chromatogram in higher mz_99; similar chromatogram in higher mz_1709; similar chromatogram in higher mz_3252; similar chromatogram in higher mz_844",0.857,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1630.29,32830,56190,41808,0,20236354,12605977,13451831,8205045,7434396,7370722,8928789,3308378,3476701,6353588,6940906,7189752,1001694,1671320,1099592,3834086,5590550,6596756,4665314,3280856,3467445,35746240,45245344,30690728,"F49_mz70.0127_rt0.39",43609.3333333333,45245344,1037.49138201191,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
50,0.587,70.0128,"Unknown","[M+H]+","ion correlated with 786",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",53.84,10485,29765,32415,0,184742,129267,179873,25152,31852,0,35981,36439,24045,0,0,0,0,0,0,0,0,0,28208,0,0,290543,429532,266440,"F50_mz70.0128_rt0.59",24221.6666666667,429532,17.7326883910387,TRUE,12,0,1,3,3,2,0,0,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
51,0.482,70.06532,"Unknown","[M+H]+","ion correlated with 1096; ion correlated with 4326; ion correlated with 4472; similar chromatogram in higher mz_519; found in higher mz's MsMs_519; found in higher mz's MsMs_2176; found in higher mz's MsMs_279; similar chromatogram in higher mz_785; similar chromatogram in higher mz_912; similar chromatogram in higher mz_2322; similar chromatogram in higher mz_3101; similar chromatogram in higher mz_459; found in higher mz's MsMs_1612; found in higher mz's MsMs_1942; similar chromatogram in higher mz_1389; similar chromatogram in higher mz_2364; similar chromatogram in higher mz_2584; similar chromatogram in higher mz_3643; similar chromatogram in higher mz_525; similar chromatogram in higher mz_5034; similar chromatogram in higher mz_3496",0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",618.29,441341,86381,79462,0,107796,89331,90806,8442255,9114907,7463727,4587710,168898,142546,1448869,1554167,1548417,2238962,3370970,2383575,5143574,6696634,7465456,232050,257698,206408,75690,98495,82428,"F51_mz70.0653_rt0.48",202394.666666667,9114907,45.0350946248849,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
52,0.666,70.06535,"Unknown","[M+H]+","ion correlated with 2015; ion correlated with 530; ion correlated with 2509; found in higher mz's MsMs_458; similar chromatogram in higher mz_3688; similar chromatogram in higher mz_1021",0.321,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",77,369238,99518,93337,0,74988,69013,72680,1098504,1188640,897922,742460,310698,257070,169989,186501,199177,262280,394236,310216,652696,995925,885877,182509,190684,26873,83486,62045,73900,"F52_mz70.0654_rt0.67",187364.333333333,1188640,6.34397505052518,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
54,0.39,71.02927,"Unknown","[M+2H]2+","found in higher mz's MsMs_147; found in higher mz's MsMs_238; found in higher mz's MsMs_69; similar chromatogram in higher mz_645",0.857,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1594.45,0,17213,20450,0,4964033,3746152,4205886,6547832,6426866,6284598,4696810,3160431,3289245,11724373,10801943,13643868,1327772,2077298,1549925,3664652,5262092,5376130,6574944,5846311,8071436,12420643,13258150,7569920,"F54_mz71.0293_rt0.39",12554.3333333333,13643868,1086.69906547019,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
56,2.08,71.04913,"Unknown","[M+H]+","ion correlated with 378; ion correlated with 742; ion correlated with 957; ion correlated with 1018; ion correlated with 1629; ion correlated with 1658; ion correlated with 420; ion correlated with 628; ion correlated with 995; ion correlated with 1570; ion correlated with 1694; ion correlated with 1719; ion correlated with 1894; ion correlated with 2318; ion correlated with 2447; ion correlated with 2950; ion correlated with 4946; ion correlated with 596; ion correlated with 1191; ion correlated with 2158; ion correlated with 2394; ion correlated with 1140; ion correlated with 1258; ion correlated with 1468; ion correlated with 2582; ion correlated with 3907; ion correlated with 3941; ion correlated with 5039; ion correlated with 2347; ion correlated with 4118; ion correlated with 3777; ion correlated with 3979; ion correlated with 3997; similar chromatogram in higher mz_1751; similar chromatogram in higher mz_3520; similar chromatogram in higher mz_3703; similar chromatogram in higher mz_2674; found in higher mz's MsMs_2674; similar chromatogram in higher mz_3746; similar chromatogram in higher mz_5004; similar chromatogram in higher mz_2381; similar chromatogram in higher mz_2950; similar chromatogram in higher mz_3851; similar chromatogram in higher mz_1018; similar chromatogram in higher mz_2447; similar chromatogram in higher mz_2318; similar chromatogram in higher mz_742; similar chromatogram in higher mz_1629; similar chromatogram in higher mz_2582; similar chromatogram in higher mz_596; similar chromatogram in higher mz_3777; similar chromatogram in higher mz_378; similar chromatogram in higher mz_532; similar chromatogram in higher mz_628; similar chromatogram in higher mz_995; similar chromatogram in higher mz_1140; similar chromatogram in higher mz_1167; similar chromatogram in higher mz_1258; similar chromatogram in higher mz_1351; similar chromatogram in higher mz_1468; similar chromatogram in higher mz_1497; similar chromatogram in higher mz_1570; similar chromatogram in higher mz_1694; similar chromatogram in higher mz_1719; similar chromatogram in higher mz_1838; similar chromatogram in higher mz_1894; similar chromatogram in higher mz_2022; similar chromatogram in higher mz_2158; similar chromatogram in higher mz_2394; similar chromatogram in higher mz_3079; similar chromatogram in higher mz_3509; similar chromatogram in higher mz_3522; similar chromatogram in higher mz_3630; similar chromatogram in higher mz_3824; similar chromatogram in higher mz_4888; similar chromatogram in higher mz_5046; similar chromatogram in higher mz_2137; similar chromatogram in higher mz_1547",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",70.93,0,6672,4924,0,4611,6120,5958,4372,5827,3587,6849,6869,2239,443144,290981,323865,4356,6847,6385,4750,11930,5921,5534,1141,4301,6262,4871,4480,"F56_mz71.0491_rt2.08",3865.33333333333,443144,114.616346236745,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
58,0.391,72.02808,"Unknown","[M+H]+","ion correlated with 2320; found in higher mz's MsMs_134; similar chromatogram in higher mz_1790",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",94.44,0,0,2944,0,699501,535712,616210,866455,941512,843266,721473,343646,433245,1671205,1395588,1919904,161896,294602,221146,540437,730632,765526,892769,828724,1016146,1602902,1933648,856155,"F58_mz72.0281_rt0.39",981.333333333333,1933648,1968.42449949101,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
60,0.657,72.08092,"Unknown","[M+H]+","ion correlated with 804; ion correlated with 1031; found in higher mz's MsMs_545; found in higher mz's MsMs_2363; found in higher mz's MsMs_1679; found in higher mz's MsMs_967; found in higher mz's MsMs_4471",0.464,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",973.34,47571,66920,63894,0,48785,48892,57492,25892150,30649138,29566326,13893639,72097,123948,353484,266961,379157,3324496,6756892,3578273,12406493,20663260,21100782,31628,105150,0,50635,39970,54910,"F60_mz72.0809_rt0.66",59461.6666666667,30649138,515.43499002175,TRUE,23,3,2,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
61,1.003,72.08093,"Unknown","[M+H]+","ion correlated with 95; ion correlated with 3480; ion correlated with 3778; ion correlated with 3900; ion correlated with 3785; ion correlated with 916; ion correlated with 3294; ion correlated with 3477; ion correlated with 3132; ion correlated with 4312; ion correlated with 3393; ion correlated with 2891; ion correlated with 3913; ion correlated with 1544; ion correlated with 2698; ion correlated with 3613; ion correlated with 761; ion correlated with 3432; ion correlated with 1392; ion correlated with 4022; ion correlated with 3786; ion correlated with 3587; ion correlated with 3129; ion correlated with 3160; ion correlated with 2526; ion correlated with 2908; ion correlated with 2633; found in higher mz's MsMs_2762",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",21.54,51616,68831,65805,0,55607,50519,50315,502417,670026,614553,286828,109262,74784,51280,67345,60179,199841,202702,166019,347638,485646,477936,68037,101320,78979,57951,61122,63838,"F61_mz72.0809_rt1",62084,670026,10.7920914874768,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
62,0.926,72.08094,"Unknown","[M+H]+","ion correlated with 1859; ion correlated with 2643; ion correlated with 712; ion correlated with 818; ion correlated with 398; ion correlated with 4011; ion correlated with 3478; ion correlated with 2727; ion correlated with 4054; ion correlated with 3651; ion correlated with 3312; ion correlated with 2963; ion correlated with 3025; ion correlated with 3806; ion correlated with 3628; ion correlated with 3334; ion correlated with 2829; ion correlated with 3778; ion correlated with 3900; ion correlated with 1446; ion correlated with 3785; ion correlated with 916; ion correlated with 3477; ion correlated with 3132",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",14.44,43275,57609,59522,0,55607,54018,51134,619684,868753,671381,326906,82485,78922,60933,33782,50281,179039,236942,135620,408112,574047,609465,78000,114958,100709,58502,61024,51911,"F62_mz72.0809_rt0.93",53468.6666666667,868753,16.2476045608413,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
63,0.503,72.08095,"Unknown","[M+H]+","ion correlated with 2511; ion correlated with 1228; found in higher mz's MsMs_4472; found in higher mz's MsMs_2372; found in higher mz's MsMs_1680",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1441.41,61558,80702,66509,0,50811,47028,48080,30096690,35759096,35956720,15423345,41276,80832,483487,544569,511578,6725410,13998314,7885299,21738528,29277448,30901248,78586,130359,78312,47957,58114,51972,"F63_mz72.081_rt0.5",69589.6666666667,35956720,516.688842373498,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
64,0.393,72.08096,"Unknown","[M+H]+","found in higher mz's MsMs_2420",0.357,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",198.43,63857,59958,55568,0,46065,19483,15388,2218214,2462415,2364552,510673,187922,137432,8075853,3775168,5419888,231140,639855,292546,1718186,2507138,2554936,100876,395705,315873,67817,44223,53734,"F64_mz72.081_rt0.39",59794.3333333333,8075853,135.058265416476,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
69,0.383,73.53196,"Unknown","[M+2H]2+","similar chromatogram in higher mz_186; similar chromatogram in higher mz_540",0.857,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",778.78,0,10392,8815,0,6068800,3578540,7652428,5972920,6148874,2969202,3763162,1421606,1392391,8611212,10741968,14537094,375984,715026,557811,1683627,2392695,4847450,4838385,2343148,3459718,16396889,12510566,14748147,"F69_mz73.532_rt0.38",6402.33333333333,16396889,2560.68037480479,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
71,0.451,74.06015,"Unknown","[M+H]+","ion correlated with 1085; ion correlated with 93; ion correlated with 4479; similar chromatogram in higher mz_218; found in higher mz's MsMs_2435; similar chromatogram in higher mz_783; found in higher mz's MsMs_2215; similar chromatogram in higher mz_754; similar chromatogram in higher mz_1778; similar chromatogram in higher mz_1971; similar chromatogram in higher mz_2009; similar chromatogram in higher mz_2042; similar chromatogram in higher mz_2252; similar chromatogram in higher mz_2655; similar chromatogram in higher mz_3021; similar chromatogram in higher mz_3352; similar chromatogram in higher mz_4001; similar chromatogram in higher mz_4617; similar chromatogram in higher mz_3378; similar chromatogram in higher mz_4569; similar chromatogram in higher mz_3949",0.393,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",29.38,423560,190218,164252,0,155384,148871,155568,2363838,2517356,2094624,1412173,87567,80102,364703,256628,293500,1828182,2538467,1980277,2946704,3350852,3145350,205228,219770,253518,169805,162861,150482,"F71_mz74.0601_rt0.45",259343.333333333,3350852,12.9204789514069,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
87,0.379,74.53064,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",996.74,0,2177,2884,0,853110,504637,1110435,849174,840650,340614,513669,162192,142811,1205735,1578172,2110306,34275,75160,68385,198979,249369,659377,593126,296262,440861,2276084,1682079,2166306,"F87_mz74.5306_rt0.38",1687,2276084,1348.39158767773,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
88,0.399,74.97564,"Unknown","[M+H]+","ion correlated with 20",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",138.08,0,0,0,0,77856,30014,36733,20256,26980,52539,26693,24702,13076,0,16210,4039,3792,5011,5832,20312,2982,15427,26396,16746,7065,148846,119233,137105,"F88_mz74.9756_rt0.4",0,148846,148847,TRUE,23,2,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
89,0.458,75.02646,"Unknown","[M+H]+","ion correlated with 4643; similar chromatogram in higher mz_1778; found in higher mz's MsMs_1228; similar chromatogram in higher mz_2009; similar chromatogram in higher mz_1094; similar chromatogram in higher mz_2033; similar chromatogram in higher mz_2987; similar chromatogram in higher mz_1562",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.16,5305,0,3020,0,3576,3111,2714,194773,143596,184464,89935,0,0,0,0,0,43793,105331,44828,100828,257858,151415,0,7292,0,0,0,4795,"F89_mz75.0265_rt0.46",2775,257858,92.8886887608069,TRUE,15,0,1,3,1,3,3,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Other pattern"
90,0.895,75.03127,"Unknown","[M+H]+","ion correlated with 4828; ion correlated with 2492; ion correlated with 4044; ion correlated with 4735; ion correlated with 2237; ion correlated with 4194; ion correlated with 4252; ion correlated with 845; similar chromatogram in higher mz_748; similar chromatogram in higher mz_769; similar chromatogram in higher mz_185; similar chromatogram in higher mz_398; similar chromatogram in higher mz_762; similar chromatogram in higher mz_1656; similar chromatogram in higher mz_3012; similar chromatogram in higher mz_4139; similar chromatogram in higher mz_4352; similar chromatogram in higher mz_4447; similar chromatogram in higher mz_4853; similar chromatogram in higher mz_4894",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",35.99,0,0,1832,0,1966,0,0,128206,166739,241472,87965,0,0,0,0,0,50992,84363,42602,136104,195443,209736,0,0,0,0,0,0,"F90_mz75.0313_rt0.9",610.666666666667,241472,394.778746594005,TRUE,11,0,0,1,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
93,0.45,76.03948,"Unknown","[M+H]+","ion correlated with 1085; ion correlated with 71; ion correlated with 4479; similar chromatogram in higher mz_1085; similar chromatogram in higher mz_1096; similar chromatogram in higher mz_1366; similar chromatogram in higher mz_1380; similar chromatogram in higher mz_1524; similar chromatogram in higher mz_1824; similar chromatogram in higher mz_2004; similar chromatogram in higher mz_2812; similar chromatogram in higher mz_3030; similar chromatogram in higher mz_3541; similar chromatogram in higher mz_4608; similar chromatogram in higher mz_4613; similar chromatogram in higher mz_2796; similar chromatogram in higher mz_3019",0.571,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",146.37,138074,356081,335828,0,341966,317104,297841,2197788,2591606,2169452,1008941,196168,190150,157560,152218,146302,2360949,2654370,2184184,2718639,2801021,2626175,197427,286065,252023,403210,429518,438002,"F93_mz76.0395_rt0.45",276661,2801021,10.1243466757271,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
94,0.399,76.51539,"Unknown","[M+H]2+","found in higher mz's MsMs_108; found in higher mz's MsMs_222; found in higher mz's MsMs_195; found in higher mz's MsMs_142; found in higher mz's MsMs_306; found in higher mz's MsMs_329; adduct linked to 1061_[M+H]+; found in higher mz's MsMs_615",0.214,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",220.44,0,0,2004,0,125732,123502,60757,68155,36708,38300,47771,35847,50962,75953,51389,57419,27511,16591,21851,40262,42600,43143,127340,66003,80083,339053,171792,185177,"F94_mz76.5154_rt0.4",668,339053,506.807174887892,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
95,0.954,77.03831,"Unknown","[M+H]+","ion correlated with 398; ion correlated with 4054; ion correlated with 3651; ion correlated with 2349; ion correlated with 3806; ion correlated with 3628; ion correlated with 3900; ion correlated with 3785; ion correlated with 916; ion correlated with 3913; ion correlated with 3451; ion correlated with 2698; ion correlated with 61; ion correlated with 3613; ion correlated with 761; similar chromatogram in higher mz_1231; similar chromatogram in higher mz_583; similar chromatogram in higher mz_350; similar chromatogram in higher mz_737; similar chromatogram in higher mz_1015; similar chromatogram in higher mz_391; similar chromatogram in higher mz_3743; similar chromatogram in higher mz_570; similar chromatogram in higher mz_1114; similar chromatogram in higher mz_2028; similar chromatogram in higher mz_2305; similar chromatogram in higher mz_4074; similar chromatogram in higher mz_4435; similar chromatogram in higher mz_4644; similar chromatogram in higher mz_248; similar chromatogram in higher mz_236; similar chromatogram in higher mz_589; similar chromatogram in higher mz_4820",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",283.23,0,4542,1466,0,2460,0,0,546760,539140,795560,228918,0,0,24373,6762,0,185144,295529,238642,413488,553406,699797,0,0,0,1794,2534,0,"F95_mz77.0383_rt0.95",2002.66666666667,795560,397.052570287806,TRUE,15,2,0,1,2,3,3,3,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Other pattern"
96,0.388,77.50037,"Unknown","[M+H]+","ion correlated with 307; ion correlated with 3084; ion correlated with 254; ion correlated with 3328; ion correlated with 2628; ion correlated with 4476; ion correlated with 4731; ion correlated with 3187",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",148.2,0,0,0,0,0,0,4821,0,0,0,0,0,0,197516,84078,133323,0,0,0,0,0,0,38088,28248,16315,0,0,10259,"F96_mz77.5004_rt0.39",0,197516,197517,TRUE,8,3,3,1,1,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
99,0.379,78.52912,"Unknown","[M+H]+","found in higher mz's MsMs_134",0.286,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",147.8,0,0,0,0,108154,77493,62854,104792,85442,69482,71270,23362,13107,124180,135557,153249,12774,6737,3376,28864,30059,64334,43926,30424,68630,145514,244084,136546,"F99_mz78.5291_rt0.38",0,244084,244085,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
100,0.525,78.68075,"Unknown","[M+H]+","ion correlated with 123; found in higher mz's MsMs_109",0.429,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",683.15,0,22732,0,0,26965,1846,0,460964,882930,1123457,426269,425924,587255,413939,0,268430,1451556,474966,853644,1142131,1025966,540755,500380,624463,590875,6882,1986,0,"F100_mz78.6808_rt0.52",7577.33333333333,1451556,191.54040026391,TRUE,21,2,3,2,2,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
101,0.641,78.6814,"Unknown","[M+H]+","ion correlated with 122",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",508.35,4124,19452,0,0,3002,81235,114425,574840,768671,1048024,405317,425241,432088,450635,82888,197122,972476,452684,753115,1143972,1012810,519738,259172,405986,457730,117967,71574,0,"F101_mz78.6814_rt0.64",7858.66666666667,1143972,145.549811272743,TRUE,23,3,3,3,2,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
